,policy_area,dataset,variable,year,tract,tract_number,neighborhood,geoid,location,row_id,date,count
1233,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4077.01, Los Angeles County, California",407701,La Puente,1400000US06037407701,"(34.0136315, -117.929283)",Drinking_Water_Contaminants_2017_1400000US06037407701,2017-01-01T00:00:00.000,826.6689668
1234,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4077.02, Los Angeles County, California",407702,La Puente,1400000US06037407702,"(34.0206605, -117.947234)",Drinking_Water_Contaminants_2017_1400000US06037407702,2017-01-01T00:00:00.000,776.551799
1235,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4078.01, Los Angeles County, California",407801,Valinda,1400000US06037407801,"(34.030198, -117.921188)",Drinking_Water_Contaminants_2017_1400000US06037407801,2017-01-01T00:00:00.000,810.900843
1236,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4078.02, Los Angeles County, California",407802,Industry,1400000US06037407802,"(34.0264515, -117.931011)",Drinking_Water_Contaminants_2017_1400000US06037407802,2017-01-01T00:00:00.000,819.7642803
1237,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4079, Los Angeles County, California",407900,Valinda,1400000US06037407900,"(34.041661, -117.9269725)",Drinking_Water_Contaminants_2017_1400000US06037407900,2017-01-01T00:00:00.000,811.578849
1238,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4080.03, Los Angeles County, California",408003,West Covina,1400000US06037408003,"(34.0452465, -117.9168025)",Drinking_Water_Contaminants_2017_1400000US06037408003,2017-01-01T00:00:00.000,809.8198936
1239,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4080.04, Los Angeles County, California",408004,West Covina,1400000US06037408004,"(34.037498, -117.915708)",Drinking_Water_Contaminants_2017_1400000US06037408004,2017-01-01T00:00:00.000,811.578849
1240,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4080.05, Los Angeles County, California",408005,West Covina,1400000US06037408005,"(34.0483655, -117.8955145)",Drinking_Water_Contaminants_2017_1400000US06037408005,2017-01-01T00:00:00.000,809.4358264
1241,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4080.06, Los Angeles County, California",408006,West Covina,1400000US06037408006,"(34.034816, -117.9018715)",Drinking_Water_Contaminants_2017_1400000US06037408006,2017-01-01T00:00:00.000,809.0477037000001
1242,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4081.33, Los Angeles County, California",408133,West Covina,1400000US06037408133,"(34.024356, -117.9101125)",Drinking_Water_Contaminants_2017_1400000US06037408133,2017-01-01T00:00:00.000,810.3125231
1243,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4081.34, Los Angeles County, California",408134,West Covina,1400000US06037408134,"(34.0229315, -117.897437)",Drinking_Water_Contaminants_2017_1400000US06037408134,2017-01-01T00:00:00.000,809.9627955
1244,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4081.35, Los Angeles County, California",408135,West Covina,1400000US06037408135,"(34.0169595, -117.8983025)",Drinking_Water_Contaminants_2017_1400000US06037408135,2017-01-01T00:00:00.000,809.6014995
1245,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4081.36, Los Angeles County, California",408136,West Covina,1400000US06037408136,"(34.009563, -117.874467)",Drinking_Water_Contaminants_2017_1400000US06037408136,2017-01-01T00:00:00.000,276.159286
1246,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4081.37, Los Angeles County, California",408137,South San Jose Hills,1400000US06037408137,"(34.009108, -117.883356)",Drinking_Water_Contaminants_2017_1400000US06037408137,2017-01-01T00:00:00.000,748.833938
1247,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4081.38, Los Angeles County, California",408138,South San Jose Hills,1400000US06037408138,"(34.019139, -117.9167095)",Drinking_Water_Contaminants_2017_1400000US06037408138,2017-01-01T00:00:00.000,821.6712169
1248,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4081.39, Los Angeles County, California",408139,South San Jose Hills,1400000US06037408139,"(34.012163, -117.91348)",Drinking_Water_Contaminants_2017_1400000US06037408139,2017-01-01T00:00:00.000,791.9287411
1249,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4081.40, Los Angeles County, California",408140,South San Jose Hills,1400000US06037408140,"(34.0091825, -117.9035275)",Drinking_Water_Contaminants_2017_1400000US06037408140,2017-01-01T00:00:00.000,637.2529446999999
1250,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4081.41, Los Angeles County, California",408141,South San Jose Hills,1400000US06037408141,"(34.0082915, -117.8946755)",Drinking_Water_Contaminants_2017_1400000US06037408141,2017-01-01T00:00:00.000,651.3105808
1251,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4082.02, Los Angeles County, California",408202,Industry,1400000US06037408202,"(34.021924, -117.9637775)",Drinking_Water_Contaminants_2017_1400000US06037408202,2017-01-01T00:00:00.000,807.9895117
1252,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4082.11, Los Angeles County, California",408211,Industry,1400000US06037408211,"(34.0001605, -117.9097205)",Drinking_Water_Contaminants_2017_1400000US06037408211,2017-01-01T00:00:00.000,668.3931775999999
1253,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4082.12, Los Angeles County, California",408212,Rowland Heights,1400000US06037408212,"(33.9946135, -117.8795045)",Drinking_Water_Contaminants_2017_1400000US06037408212,2017-01-01T00:00:00.000,276.159286
1254,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4083.01, Los Angeles County, California",408301,Avocado Heights,1400000US06037408301,"(34.0464555, -117.997756)",Drinking_Water_Contaminants_2017_1400000US06037408301,2017-01-01T00:00:00.000,796.6824202
1255,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4083.02, Los Angeles County, California",408302,Industry,1400000US06037408302,"(34.0386535, -118.018099)",Drinking_Water_Contaminants_2017_1400000US06037408302,2017-01-01T00:00:00.000,797.3991713
1256,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4083.03, Los Angeles County, California",408303,Avocado Heights,1400000US06037408303,"(34.035328, -118.0084775)",Drinking_Water_Contaminants_2017_1400000US06037408303,2017-01-01T00:00:00.000,795.0548924
1257,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4084.01, Los Angeles County, California",408401,Hacienda Heights,1400000US06037408401,"(34.018007, -117.9819095)",Drinking_Water_Contaminants_2017_1400000US06037408401,2017-01-01T00:00:00.000,782.3591962
1258,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4084.02, Los Angeles County, California",408402,Hacienda Heights,1400000US06037408402,"(34.012346, -118.007998)",Drinking_Water_Contaminants_2017_1400000US06037408402,2017-01-01T00:00:00.000,781.0562853
1259,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4085.01, Los Angeles County, California",408501,Hacienda Heights,1400000US06037408501,"(34.011155, -117.9683905)",Drinking_Water_Contaminants_2017_1400000US06037408501,2017-01-01T00:00:00.000,866.0762571
1260,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4085.03, Los Angeles County, California",408503,Hacienda Heights,1400000US06037408503,"(33.984682, -117.985573)",Drinking_Water_Contaminants_2017_1400000US06037408503,2017-01-01T00:00:00.000,780.5948207
1261,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4085.04, Los Angeles County, California",408504,Hacienda Heights,1400000US06037408504,"(33.9992735, -117.971451)",Drinking_Water_Contaminants_2017_1400000US06037408504,2017-01-01T00:00:00.000,865.2494032
1262,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4085.05, Los Angeles County, California",408505,Hacienda Heights,1400000US06037408505,"(34.0016935, -117.980212)",Drinking_Water_Contaminants_2017_1400000US06037408505,2017-01-01T00:00:00.000,864.279342
1263,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4086.23, Los Angeles County, California",408623,Hacienda Heights,1400000US06037408623,"(33.9957455, -117.9377215)",Drinking_Water_Contaminants_2017_1400000US06037408623,2017-01-01T00:00:00.000,271.2151286
1264,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4086.24, Los Angeles County, California",408624,Hacienda Heights,1400000US06037408624,"(33.9940835, -117.949281)",Drinking_Water_Contaminants_2017_1400000US06037408624,2017-01-01T00:00:00.000,746.4028204
1265,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4086.25, Los Angeles County, California",408625,Hacienda Heights,1400000US06037408625,"(33.989193, -117.9634505)",Drinking_Water_Contaminants_2017_1400000US06037408625,2017-01-01T00:00:00.000,855.6001798
1266,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4086.26, Los Angeles County, California",408626,Rowland Heights,1400000US06037408626,"(33.984523, -117.919022)",Drinking_Water_Contaminants_2017_1400000US06037408626,2017-01-01T00:00:00.000,271.2151286
1267,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4086.27, Los Angeles County, California",408627,Rowland Heights,1400000US06037408627,"(33.9754885, -117.925286)",Drinking_Water_Contaminants_2017_1400000US06037408627,2017-01-01T00:00:00.000,326.4739661
1268,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4086.28, Los Angeles County, California",408628,Hacienda Heights,1400000US06037408628,"(33.9825995, -117.9424605)",Drinking_Water_Contaminants_2017_1400000US06037408628,2017-01-01T00:00:00.000,683.398131
1269,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4086.29, Los Angeles County, California",408629,Hacienda Heights,1400000US06037408629,"(33.97933, -117.961636)",Drinking_Water_Contaminants_2017_1400000US06037408629,2017-01-01T00:00:00.000,838.3116644
1270,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4086.30, Los Angeles County, California",408630,Hacienda Heights,1400000US06037408630,"(34.006434, -117.9562915)",Drinking_Water_Contaminants_2017_1400000US06037408630,2017-01-01T00:00:00.000,811.578849
1271,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4086.31, Los Angeles County, California",408631,Hacienda Heights,1400000US06037408631,"(34.0007955, -117.9583205)",Drinking_Water_Contaminants_2017_1400000US06037408631,2017-01-01T00:00:00.000,809.8975899
1272,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4087.03, Los Angeles County, California",408703,Rowland Heights,1400000US06037408703,"(33.960901, -117.8902285)",Drinking_Water_Contaminants_2017_1400000US06037408703,2017-01-01T00:00:00.000,492.7842175
1273,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4087.04, Los Angeles County, California",408704,Rowland Heights,1400000US06037408704,"(33.9807035, -117.8942965)",Drinking_Water_Contaminants_2017_1400000US06037408704,2017-01-01T00:00:00.000,308.2705508
1274,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4087.05, Los Angeles County, California",408705,Rowland Heights,1400000US06037408705,"(33.981461, -117.8780945)",Drinking_Water_Contaminants_2017_1400000US06037408705,2017-01-01T00:00:00.000,310.8293857
1275,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4087.06, Los Angeles County, California",408706,Rowland Heights,1400000US06037408706,"(33.9770295, -117.87052)",Drinking_Water_Contaminants_2017_1400000US06037408706,2017-01-01T00:00:00.000,308.9995002
1276,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4087.22, Los Angeles County, California",408722,Rowland Heights,1400000US06037408722,"(33.9698315, -117.9034445)",Drinking_Water_Contaminants_2017_1400000US06037408722,2017-01-01T00:00:00.000,271.2151286
1277,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 4087.23, Los Angeles County, California",408723,Rowland Heights,1400000US06037408723,"(33.977858, -117.901395)",Drinking_Water_Contaminants_2017_1400000US06037408723,2017-01-01T00:00:00.000,271.2151286
